gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos,province,provinceCode,district,districtCode,village,villageCode,street,streetCode
"{""latitude"":20.85288239,""longitude"":106.7155304}",,1550630176864944,Mầm non An Dương,,"1/298, Bùi Thị Từ Nhiên, Q. Hải An, Tp. Hải Phòng",Giáo dục,0.0,,//poipic3.coccoc.com/80x80/poi/previews/20140717/2591-296a5ef05de6b6c078030fa166ab1ba6.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20140717/2591-296a5ef05de6b6c078030fa166ab1ba6.jpg,,(84-96) 2 254 598 ,,,,0,[],Hải Phòng,hai-phong,Quận Hải An,quan-hai-an,Phương Lưu,phuong-luu,Bùi Thị Từ Nhiên,bui-thi-tu-nhien
"{""latitude"":20.85294151,""longitude"":106.71633911}",,2236577110864628,Trường tiểu học Đông Hải 1,,"Bùi Thị Từ Nhiên, Q. Hải An, Tp. Hải Phòng",Giáo dục,0.0,,//poipic6.coccoc.com/80x80/poi/previews/20140717/2589-06ce0eafa63671fb1319df142a60bf19.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20140717/2589-06ce0eafa63671fb1319df142a60bf19.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Hải An,quan-hai-an,Phương Lưu,phuong-luu,Bùi Thị Từ Nhiên,bui-thi-tu-nhien
"{""latitude"":20.8532313889,""longitude"":106.716015278}",,1938254173146241,Trường mầm non Đông Hải 1,,"2/2B, Bùi Thị Từ Nhiên, Q. Hải An, Tp. Hải Phòng",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/20120717/p1_13425162612933d04bf406f10817983c38213422314b04.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120717/p1_13425162612933d04bf406f10817983c38213422314b04.jpg,,(84-31) 3 978 233,,,,0,[],Hải Phòng,hai-phong,Quận Hải An,quan-hai-an,Phương Lưu,phuong-luu,Bùi Thị Từ Nhiên,bui-thi-tu-nhien
"{""latitude"":20.8533013,""longitude"":105.596126}",,145925387587083,Trường tiểu học Nam Phương Tiến B,,"Xã Nam Phương Tiến, H. Chương Mỹ, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-4) 33 711 592,c1namphuongtienB-cm@hanoiedu.vn,,,0,[],Hà Nội,ha-noi,Huyện Chương Mỹ,huyen-chuong-my,Xã Nam Phương Tiến,xa-nam-phuong-tien,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":20.124166,""longitude"":105.644016}",,17213340011033496,Trường THCS Thành Hưng,,"Xã Thành Hưng, H. Thạch Thành, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Thạch Thành,huyen-thach-thanh,Xã Thành Hưng,xa-thanh-hung,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":21.582483,""longitude"":105.595822}",,10643611181036880,Trường tiểu học Mỹ Yên,,"Xã Mỹ Yên, H. Đại Từ, T. Thái Nguyên",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-280) 3 724 912,,,,0,[],Thái Nguyên,thai-nguyen,Huyện Đại Từ,huyen-dai-tu,Xã Mỹ Yên,xa-my-yen,T. Thái Nguyên,t.-thai-nguyen
"{""latitude"":20.852002,""longitude"":105.721658}",,3848504131589948,Trường THCS Thượng Vực,,"Xã Thượng Vực, H. Chương Mỹ, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-4) 33 841 030,c2thuongvuc-cm@hanoiedu.vn,,,0,[],Hà Nội,ha-noi,Huyện Chương Mỹ,huyen-chuong-my,Xã Thượng Vực,xa-thuong-vuc,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":20.852786,""longitude"":105.765641}",,177668835594271,Trường THCS Nguyễn Trực,,"Tt. Kim Bài, H. Thanh Oai, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-4) 33 873 481,c2nguyentruc-to@hanoiedu.vn,,,0,[],Hà Nội,ha-noi,Huyện Thanh Oai,huyen-thanh-oai,Thị trấn Kim Bài,thi-tran-kim-bai,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":21.5825875,""longitude"":105.775046}",,6277791151351830,Trường trung cấp luật Thái Nguyên,,"Tố Hữu, Xã Quyết Thắng, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Xã Quyết Thắng,xa-quyet-thang,Tố Hữu,to-huu
"{""latitude"":21.58191,""longitude"":105.791107}",,6559103221036177,Trường tiểu học Quyết Thắng,,"Xã Quyết Thắng, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,4.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-280) 3 846 001,,,,1,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Xã Quyết Thắng,xa-quyet-thang,T. Thái Nguyên,t.-thai-nguyen
"{""latitude"":21.581426,""longitude"":105.790989}",,32798319401036148,Trường THCS Quyết Thắng,,"Xã Quyết Thắng, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Xã Quyết Thắng,xa-quyet-thang,T. Thái Nguyên,t.-thai-nguyen
"{""latitude"":21.5812969444,""longitude"":105.814345556}",,769316109511055,Trường tiểu học Lê Văn Tám,,"Đường Z115, P. Tân Thịnh, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic5.coccoc.com/80x80/poi/previews/20121108/p1_135234318356498da99caf5c79109c72ad1b2ef5d5c30d.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20121108/p1_135234318356498da99caf5c79109c72ad1b2ef5d5c30d.jpg,,(84-280) 3 857 740; (84-280) 6 253 700,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Tân Thịnh,phuong-tan-thinh,Đường Z115,duong-z115
"{""latitude"":21.5823975,""longitude"":105.815709167}",,3994230947511047,"Trung tâm dạy nghề điện tử, tin học",,"50 ngõ 30, Đường Z115, P. Tân Thịnh, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic1.coccoc.com/80x80/poi/previews/20121108/p1_135234318340459a6f4749de5acb63c9c0049ed4b8ec90.jpg,//poipic.coccoc.com/1000x750/poi/previews/20121108/p1_135234318340459a6f4749de5acb63c9c0049ed4b8ec90.jpg,,(84-280) 3 846 090,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Tân Thịnh,phuong-tan-thinh,Đường Z115,duong-z115
"{""latitude"":21.5824816667,""longitude"":105.825844722}",,2935487451521979,Trường CĐ VHNT Việt Bắc - Ký túc xá HS-SV,,"Việt Bắc, P. Đồng Quang, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,3.0,,//poipic4.coccoc.com/80x80/poi/previews/20121119/p1_1353294299501b2762ffbd67454b88f33e9836d283ffb.jpg,//poipic.coccoc.com/1000x750/poi/previews/20121119/p1_1353294299501b2762ffbd67454b88f33e9836d283ffb.jpg,,,,,,1,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Đồng Quang,phuong-dong-quang,Việt Bắc,viet-bac
"{""latitude"":21.5823927778,""longitude"":105.827667222}",,829227666521949,Trường cao đẳng văn hóa nghệ thuật Việt Bắc,,"Việt Bắc, P. Đồng Quang, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic3.coccoc.com/80x80/poi/previews/20121119/p1_13532941257104108c1e86b737f21e1032ea1eeb8c7623.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20121119/p1_13532941257104108c1e86b737f21e1032ea1eeb8c7623.jpg,,(84-280) 3 855 825,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Đồng Quang,phuong-dong-quang,Việt Bắc,viet-bac
"{""latitude"":21.5822416667,""longitude"":105.831607778}",,1123994401520758,Cơ sở mầm non tư thục Cầu Vồng,,"100, Lương Ngọc Quyến, P. Đồng Quang, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic4.coccoc.com/80x80/poi/previews/20121116/p1_1353041346714722c79f0c2aa5acc5adc7725a91ea9204.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20121116/p1_1353041346714722c79f0c2aa5acc5adc7725a91ea9204.jpg,,(84-125) 3 366 883,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Đồng Quang,phuong-dong-quang,Lương Ngọc Quyến,luong-ngoc-quyen
"{""latitude"":21.5818472222,""longitude"":105.8374}",,4052264150511482,Đức Minh - Tuyển dụng và đào tạo bảo vệ chuyên nghiệp,,"448, Phan Đình Phùng, P. Phan Đình Phùng, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20121108/p1_13523466677586b89f971d21bef63a33f637e17413e496.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20121108/p1_13523466677586b89f971d21bef63a33f637e17413e496.jpg,,,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Phan Đình Phùng,phuong-phan-dinh-phung,Phan Đình Phùng,phan-dinh-phung
"{""latitude"":20.122882,""longitude"":106.014804}",,24800767481100726,Trường Tiểu học Tạ Uyên,,"Xóm 7, Xã Yên Mỹ, H. Yên Mô, T. Ninh Bình",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-30) 3 836 071,,,,0,[],Ninh Bình,ninh-binh,Huyện Yên Mô,huyen-yen-mo,Xã Yên Mỹ,xa-yen-my,Xóm 7,xom-7
"{""latitude"":21.582343,""longitude"":105.967727}",,23777814731036680,Trường THCS Tân Lợi,,"Xã Tân Lợi, H. Đồng Hỷ, T. Thái Nguyên",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-280) 3 821 122,,,,0,[],Thái Nguyên,thai-nguyen,Huyện Đồng Hỷ,huyen-dong-hy,Xã Tân Lợi,xa-tan-loi,T. Thái Nguyên,t.-thai-nguyen
"{""latitude"":21.581585,""longitude"":104.497054}",,38225385221001693,Trường THCS Lê Hồng Phong,,"Xã Nghĩa An, Thị xã Nghĩa Lộ, T. Yên Bái",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-29) 3 872 150,,,,0,[],Yên Bái,yen-bai,Thị xã Nghĩa Lộ,thi-xa-nghia-lo,Xã Nghĩa An,xa-nghia-an,T. Yên Bái,t.-yen-bai
"{""latitude"":20.852889,""longitude"":106.216075}",,32071871381371450,Trường tiểu học Nhân Quyền,,"Xã Nhân Quyền, H. Bình Giang, T. Hải Dương",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-320) 3 778 116,,,http://www.bg-thnhanquyen.haiduong.edu.vn/,0,[],Hải Dương,hai-duong,Huyện Bình Giang,huyen-binh-giang,Xã Nhân Quyền,xa-nhan-quyen,T. Hải Dương,t.-hai-duong
"{""latitude"":21.582319,""longitude"":104.728073}",,31699332451016381,Trường tiểu học Số 1 Hồng Ca,,"Xã Hồng Ca, H. Trấn Yên, T. Yên Bái",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Yên Bái,yen-bai,Huyện Trấn Yên,huyen-tran-yen,Xã Hồng Ca,xa-hong-ca,T. Yên Bái,t.-yen-bai
"{""latitude"":21.582364,""longitude"":104.727911}",,33667621101016344,Trường THCS Hồng Ca,,"Xã Hồng Ca, H. Trấn Yên, T. Yên Bái",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Yên Bái,yen-bai,Huyện Trấn Yên,huyen-tran-yen,Xã Hồng Ca,xa-hong-ca,T. Yên Bái,t.-yen-bai
"{""latitude"":20.125495,""longitude"":105.197868}",,31592295171035209,Trường THCS Trí Nang,,"Xã Trí Nang, H. Lang Chánh, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Lang Chánh,huyen-lang-chanh,Xã Trí Nang,xa-tri-nang,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":21.5837595,""longitude"":105.267248}",,12520319521035433,Trường tiểu học Vân Sơn,,"Xã Vân Sơn, H. Sơn Dương, T. Tuyên Quang",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Tuyên Quang,tuyen-quang,Huyện Sơn Dương,huyen-son-duong,Xã Vân Sơn,xa-van-son,T. Tuyên Quang,t.-tuyen-quang
"{""latitude"":21.5837595,""longitude"":105.267248}",,3359197791035404,Trường THCS Vân Sơn,,"Xã Vân Sơn, H. Sơn Dương, T. Tuyên Quang",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Tuyên Quang,tuyen-quang,Huyện Sơn Dương,huyen-son-duong,Xã Vân Sơn,xa-van-son,T. Tuyên Quang,t.-tuyen-quang
"{""latitude"":20.1247579,""longitude"":105.349305}",,4472998691035969,Trường Tiểu học Thuý Sơn 2,,"Xã Thúy Sơn, H. Ngọc Lặc, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Ngọc Lặc,huyen-ngoc-lac,Xã Thúy Sơn,xa-thuy-son,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":20.1247579,""longitude"":105.349305}",,36768068771035968,Trường Tiểu học Thuý Sơn 1,,"Xã Thúy Sơn, H. Ngọc Lặc, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Ngọc Lặc,huyen-ngoc-lac,Xã Thúy Sơn,xa-thuy-son,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":20.124763,""longitude"":105.3493}",,35853006781035942,Trường THCS Thuý Sơn,,"Xuân Sơn, Xã Thúy Sơn, H. Ngọc Lặc, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Ngọc Lặc,huyen-ngoc-lac,Xã Thúy Sơn,xa-thuy-son,Xuân Sơn,xuan-son
"{""latitude"":20.124356,""longitude"":105.391433}",,28470808761035998,Trường Tiểu học Đồng Thịnh,,"Xã Đồng Thịnh, H. Ngọc Lặc, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Ngọc Lặc,huyen-ngoc-lac,Xã Đồng Thịnh,xa-dong-thinh,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":20.124356,""longitude"":105.391433}",,2802206341035965,Trường THCS Đồng Thịnh,,"Xã Quang Trung, H. Ngọc Lặc, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-37) 3 871 362,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Ngọc Lặc,huyen-ngoc-lac,Xã Quang Trung,xa-quang-trung,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":20.8538208,""longitude"":106.62567902}",,1104103677871938,Trường tiểu học Đồng Thái,,"Văn Phong, Xã Đồng Thái, H. An Dương, Tp. Hải Phòng",Giáo dục,0.0,,//poipic5.coccoc.com/80x80/poi/previews/20140722/2691-9b7aa356247a79042f83b41780342c4d.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20140722/2691-9b7aa356247a79042f83b41780342c4d.jpg,,,,,,0,[],Hải Phòng,hai-phong,Huyện An Dương,huyen-an-duong,Xã Đồng Thái,xa-dong-thai,Văn Phong,van-phong
"{""latitude"":20.85424995,""longitude"":106.6579895}",,3910797858850875,Mầm non tư nhân,,"34, Đông Đồng, Xã An Đồng, H. An Dương, Tp. Hải Phòng",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20140710/2470-e93984f388bc202383716d07bc151bb5.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20140710/2470-e93984f388bc202383716d07bc151bb5.jpg,,(84-93) 8 586 995,,,,0,[],Hải Phòng,hai-phong,Huyện An Dương,huyen-an-duong,Xã An Đồng,xa-an-dong,Đông Đồng,dong-dong
"{""latitude"":20.85378,""longitude"":106.669575833}",,2647161592171727,Trường mầm non Hướng Dương,,"30/160, Nguyễn Đức Cảnh, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20120720/p1_1342777622494753c8363b874ca86270d9596a14c4f115.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20120720/p1_1342777622494753c8363b874ca86270d9596a14c4f115.jpg,,(84-31) 3858 084,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Undefined,undefined,Nguyễn Đức Cảnh,nguyen-duc-canh
"{""latitude"":20.85383415,""longitude"":106.67474365}",,1956325286841876,Dạy tiếng anh,,"24, Đặng Kim Nở, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic3.coccoc.com/80x80/poi/previews/20140704/2358-ff8fbfb02d86f0d055ce02d8d825eab1.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20140704/2358-ff8fbfb02d86f0d055ce02d8d825eab1.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Đặng Kim Nở,dang-kim-no
"{""latitude"":20.8546716667,""longitude"":106.674754722}",,2531621493129153,Trường trung học cơ sở Trần Phú,,"95, Nguyễn Đức Cảnh, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic3.coccoc.com/80x80/poi/previews/20120714/p1_134225628291761f205a00bfc0854bad4ab56d2979a42a.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120714/p1_134225628291761f205a00bfc0854bad4ab56d2979a42a.jpg,,(84-31) 3 700 709,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Nguyễn Đức Cảnh,nguyen-duc-canh
"{""latitude"":20.8546572222,""longitude"":106.676161389}",,3164500596841637,Trung tâm chuyên ngữ Đặng Tuấn,,"4, Cát Cụt, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic5.coccoc.com/80x80/poi/previews/20140704/2356-9b08f45f6e5a2c012772bcc137cab5ea.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140704/2356-9b08f45f6e5a2c012772bcc137cab5ea.jpg,,(84-31) 3 785 434,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Cát Cụt,cat-cut
"{""latitude"":20.85362816,""longitude"":106.67903137}",,473932755845487,Viện đào tạo và phát triển công nghệ - Trường đại học Hòa Bình,,"138, Hai Bà Trưng, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic5.coccoc.com/80x80/poi/previews/20140708/2357-314edc23ff994e5ab0af40eb0001f7e7.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20140708/2357-314edc23ff994e5ab0af40eb0001f7e7.jpg,,(84-31) 6 255 548,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Hai Bà Trưng,hai-ba-trung
"{""latitude"":20.85350418,""longitude"":106.68215179}",,1484895556845038,Lớp mầm non Thiên Thần Nhỏ,,"50, Hai Bà Trưng, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20140708/2357-a52bfd385d19574e10d35c4b02817d7f.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20140708/2357-a52bfd385d19574e10d35c4b02817d7f.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Hai Bà Trưng,hai-ba-trung
"{""latitude"":20.8535099,""longitude"":106.68216705}",,164068444844415,Trường trung học văn hóa nghệ thuật Hải Phòng,,"41, Hai Bà Trưng, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic3.coccoc.com/80x80/poi/previews/20140708/2357-bdcad151cd97c7ca36d48c6add770556.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20140708/2357-bdcad151cd97c7ca36d48c6add770556.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Hai Bà Trưng,hai-ba-trung
"{""latitude"":20.8549366,""longitude"":106.68160248}",,3587855764842470,Mầm non Ban Mai,,"21, Lê Chân, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic3.coccoc.com/80x80/poi/previews/20140707/2354-52c1182b71fe76f399911895e19ef23d.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140707/2354-52c1182b71fe76f399911895e19ef23d.jpg,,(84-31) 3 787 194; (84-91) 2 128 918,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Lê Chân,le-chan
"{""latitude"":20.854774,""longitude"":106.680902}",,93057449589951,Trường tiểu học Nguyễn Thị Minh Minh Khai,,"53, Lê Chân, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic5.coccoc.com/80x80/poi/previews/20140707/2354-146b1171f9e2858de299b3693022aa15.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140707/2354-146b1171f9e2858de299b3693022aa15.jpg,,(84-31) 3  631 284,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Lê Chân,le-chan
"{""latitude"":20.854771,""longitude"":106.680832}",,3288673897589950,Trường tiểu học Vĩnh Niệm,,"Lê Chân, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-31) 3 851 171,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Chùa Vẻm,chua-vem,Lê Chân,le-chan
"{""latitude"":20.8549141667,""longitude"":106.685124167}",,1182216483130724,Trường tiểu học Nguyễn Khuyến,,"127, Lương Khánh Thiện, Q. Ngô Quyền, Tp. Hải Phòng",Giáo dục,5.0,,//poipic3.coccoc.com/80x80/poi/previews/20120716/p1_1342404299419555c94ba9ba7757ad382dfda79865ce57.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120716/p1_1342404299419555c94ba9ba7757ad382dfda79865ce57.jpg,,(84-31) 3 921 426; (84-31) 3 855 481,,,,1,[],Hải Phòng,hai-phong,Quận Ngô Quyền,quan-ngo-quyen,Điện Biên Phủ,dien-bien-phu,Lương Khánh Thiện,luong-khanh-thien
"{""latitude"":20.8543644,""longitude"":106.68461609}",,2115250465846102,Mẫu giáo Sao Sáng 5,,"141, Lương Khánh Thiện, Q. Ngô Quyền, Tp. Hải Phòng",Giáo dục,0.0,,//poipic6.coccoc.com/80x80/poi/previews/20140708/2384-6b1e84ecafcb5427d823d59ffaabc1a4.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140708/2384-6b1e84ecafcb5427d823d59ffaabc1a4.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Ngô Quyền,quan-ngo-quyen,Điện Biên Phủ,dien-bien-phu,Lương Khánh Thiện,luong-khanh-thien
"{""latitude"":20.85350227,""longitude"":106.68441772}",,4151655733843992,Trường nuôi dạy trẻ Chim Non,,"139, Cầu Đất, Q. Ngô Quyền, Tp. Hải Phòng",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20140707/2379-870b42982f32d4cdf58c79b4a7905dc9.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20140707/2379-870b42982f32d4cdf58c79b4a7905dc9.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Ngô Quyền,quan-ngo-quyen,Phần Lan,phan-lan,Cầu Đất,cau-dat
"{""latitude"":20.8549233333,""longitude"":106.688779444}",,1936049361133193,Trường mẫu giáo Sao Sáng 2,,"212, Lê Lợi, Q. Ngô Quyền, Tp. Hải Phòng",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20120716/p1_1342413362724c3b8216d37332dbfc29e4559ed306b19.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120716/p1_1342413362724c3b8216d37332dbfc29e4559ed306b19.jpg,,(84-31) 3 855 225,,,,0,[],Hải Phòng,hai-phong,Quận Ngô Quyền,quan-ngo-quyen,Lê Lợi,le-loi,Lê Lợi,le-loi
"{""latitude"":20.85484695,""longitude"":106.69439697}",,1003913843848690,"Lớp dạy toán, văn cho học sinh tiểu học",,"9/161, Phố Cấm, Q. Ngô Quyền, Tp. Hải Phòng",Giáo dục,0.0,,//poipic4.coccoc.com/80x80/poi/previews/20140709/2441-346545cb9e8256c924e3779acbab77d7.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140709/2441-346545cb9e8256c924e3779acbab77d7.jpg,,(84-164) 9 650 967,,,,0,[],Hải Phòng,hai-phong,Quận Ngô Quyền,quan-ngo-quyen,Cầu Đá,cau-da,Phố Cấm,pho-cam
