serial,province,provinceID,district,districtID,pro_districtID,village,villageID,dis_villageID
,,,,,,Xã Gia Lộc,2091707,20917
,,,,,,Xã Bắc Thủy,2091709,20917
,,,,,,Xã Mai Sao,2091711,20917
,,,,,,Xã Bằng Hữu,2091713,20917
,,,,,,Xã Thượng Cường,2091715,20917
,,,,,,Xã Lâm Sơn,2091717,20917
,,,,,,Xã Liên Sơn  ,2091719,20917
,,,,,,Xã Hòa Bình      ,2091721,20917
,,,,,,Xã Quang Lang,2091723,20917
,,,,,,Xã Hữu Kiên,2091725,20917
,,,,,,Xã Y Tịch,2091727,20917
,,,,,,Xã Chi Lăng  ,2091729,20917
,,,,,,Xã Nhân Lý,2091731,20917
,,,,,,Thị trấn Chi Lăng,2091733,20917
,,,,,,Xã Chiến Thắng  ,2091735,20917
,,,,,,Xã Bằng Mạc,2091737,20917
,,,,,,Xã Vạn Linh,2091739,20917
,,,,,,Xã Quan Sơn,2091741,20917
,,,,,,Xã Lâm Ca,2091901,20919
,,,,,,Xã Đồng Thắng,2091903,20919
,,,,,,Xã Bắc Lãng,2091905,20919
,,,,,,Xã Châu Sơn  ,2091907,20919
,,,,,,Thị trấn N T Thái Bình,2091909,20919
,,,,,,Xã Bắc Xa,2091911,20919
,,,,,,Xã Bính Xá,2091913,20919
,,,,,,Xã Đình Lập,2091915,20919
,,,,,,Xã Thái Bình,2091917,20919
,,,,,,Thị trấn Đình Lập,2091919,20919
,,,,,,Xã Kiên Mộc,2091921,20919
,,,,,,Xã Cường Lợi ,2091923,20919
,,,,,,Xã Yên Bình   ,2092101,20921
,,,,,,Xã Quyết Thắng  ,2092103,20921
,,,,,,Xã Yên Thịnh ,2092105,20921
,,,,,,Xã Yên Sơn    ,2092107,20921
,,,,,,Xã Thiện Kỵ,2092109,20921
,,,,,,Xã Yên Vượng,2092111,20921
,,,,,,Xã Minh Tiến ,2092113,20921
,,,,,,Xã Nhật Tiến,2092115,20921
,,,,,,Xã Cai Kinh,2092117,20921
,,,,,,Xã Hòa Lạc,2092119,20921
,,,,,,Xã Đồng Tiến    ,2092121,20921
,,,,,,Xã Đô Lương,2092123,20921
,,,,,,Xã Tân Thành     ,2092125,20921
,,,,,,Xã Minh Sơn ,2092127,20921
,,,,,,Xã Hồ Sơn,2092129,20921
,,,,,,Xã Minh Hòa  ,2092131,20921
,,,,,,Xã Hữu Liên,2092133,20921
,,,,,,Xã Đồng Tân ,2092135,20921
,,,,,,Xã Hòa Thắng,2092137,20921
,,,,,,Thị trấn Hữu Lũng,2092139,20921
,,,,,,Xã Hòa Bình       ,2092141,20921
,,,,,,Xã Tân Lập,2092143,20921
,,,,,,Xã Thanh Sơn   ,2092145,20921
,,,,,,Xã Vân Nham,2092147,20921
,,,,,,Xã Hòa Sơn,2092149,20921
,,,,,,Xã Sơn Hà   ,2092151,20921
,,,,,,Xã Thiện Tân ,2092153,20921
,,,,,,Phường Phan Thiết,2110101,21101
,,,,,,Xã Tràng Đà,2110103,21101
,,,,,,Phường Nông Tiến,2110105,21101
,,,,,,Phường ỷ La,2110107,21101
,,,,,,Phường Minh Xuân,2110109,21101
,,,,,,Phường Tân Quang,2110111,21101
,,,,,,Phường Hưng Thành,2110113,21101
,,,,,,Phường Tân Hà,2110115,21101
,,,,,,Xã An Khang,2110117,21101
,,,,,,Phường An Tường,2110119,21101
,,,,,,Xã Lưỡng Vượng,2110121,21101
,,,,,,Xã Thái Long,2110123,21101
,,,,,,Xã Đội Cấn,2110125,21101
,,,,,,Phường Đội Cấn ,2110127,21101
,,,,,,Phường Mỹ Lâm,2110129,21101
,,,,,,Xã Kim Phú ,2110131,21101
,,,,,,Thị trấn Na Hang,2110301,21103
,,,,,,Xã Thúy Loa,2110303,21103
,,,,,,Xã Sinh Long,2110305,21103
,,,,,,Xã Xuân Tân ,2110309,21103
,,,,,,Xã Thượng Nông,2110311,21103
,,,,,,Xã Yên Hoa,2110313,21103
,,,,,,Xã Xuân Tiến ,2110317,21103
,,,,,,Xã Đà Vị,2110319,21103
,,,,,,Xã Khau Tinh,2110321,21103
,,,,,,Xã Trùng Khánh  ,2110325,21103
,,,,,,Xã Sơn Phú,2110327,21103
,,,,,,Xã Thanh Tương,2110329,21103
,,,,,,Xã Năng Khả,2110333,21103
,,,,,,Xã Thượng Giáp,2110335,21103
,,,,,,Xã Côn Lôn,2110337,21103
,,,,,,Xã Hồng Thái      ,2110339,21103
,,,,,,Xã Vĩnh Yên  ,2110343,21103
,,,,,,Thị trấn Vĩnh Lộc,2110501,21105
,,,,,,Xã Phúc Sơn,2110507,21105
,,,,,,Xã Trung Hà ,2110509,21105
,,,,,,Xã Tân Mỹ ,2110511,21105
,,,,,,Xã Yên Lập,2110513,21105
,,,,,,Xã Tân An  ,2110515,21105
,,,,,,Xã Bình Phú ,2110517,21105
,,,,,,Xã Ngọc Hội,2110519,21105
,,,,,,Xã Phú Bình,2110521,21105
,,,,,,Xã Hòa Phú ,2110523,21105
,,,,,,Xã Kiên Đài,2110525,21105
,,,,,,Xã Tân Thịnh ,2110527,21105
,,,,,,Xã Hòa An,2110529,21105
,,,,,,Xã Vinh Quang  ,2110531,21105
,,,,,,Xã Tri Phú,2110533,21105
,,,,,,Xã Yên Nguyên,2110535,21105
,,,,,,Xã Linh Phú,2110537,21105
,,,,,,Xã Bình Nhân,2110539,21105
,,,,,,Xã Hà Lang,2110541,21105
,,,,,,Xã Trung Hòa  ,2110543,21105
,,,,,,Xã Minh Quang  ,2110547,21105
,,,,,,Xã Hùng Mỹ,2110549,21105
,,,,,,Xã Xuân Quang ,2110551,21105
,,,,,,Xã Phúc Thịnh,2110553,21105
,,,,,,Xã Kim Bình ,2110555,21105
,,,,,,Xã Nhân Lý ,2110557,21105
,,,,,,Xã Yên Thuận,2110701,21107
,,,,,,Xã Bạch Xa,2110703,21107
,,,,,,Xã Minh Dân,2110705,21107
,,,,,,Xã Phù Lưu ,2110707,21107
,,,,,,Xã Minh Hương,2110709,21107
,,,,,,Xã Tân Thành      ,2110711,21107
,,,,,,Xã Bình Xa,2110713,21107
,,,,,,Xã Thái Sơn    ,2110715,21107
,,,,,,Xã Thành Long,2110717,21107
,,,,,,Xã Bằng Cốc,2110719,21107
,,,,,,Xã Hùng Đức,2110721,21107
,,,,,,Xã Minh Khương,2110723,21107
,,,,,,Xã Thái Hòa  ,2110725,21107
,,,,,,Thị trấn Tân Yên,2110727,21107
,,,,,,Xã Yên Lâm ,2110729,21107
,,,,,,Xã Yên Phú   ,2110731,21107
,,,,,,Xã Nhân Mục,2110733,21107
,,,,,,Xã Đức Ninh,2110735,21107
,,,,,,Xã Phú Thịnh ,2110901,21109
,,,,,,Xã Công Đa,2110903,21109
,,,,,,Xã Trung Môn,2110905,21109
,,,,,,Xã Chân Sơn,2110907,21109
,,,,,,Xã Kim Phú,2110909,21109
,,,,,,Xã Tiến Bộ,2110911,21109
,,,,,,Xã Phú Lâm,2110915,21109
,,,,,,Xã Đội Bình ,2110925,21109
,,,,,,Xã Lang Quán,2110927,21109
,,,,,,Thị trấn Tân Bình,2110929,21109
,,,,,,Xã Lực Hành,2110931,21109
,,,,,,Xã Kiến Thiết ,2110933,21109
,,,,,,Xã Trung Minh,2110935,21109
,,,,,,Xã Trung Trực,2110937,21109
,,,,,,Xã Xuân Vân,2110939,21109
,,,,,,Xã Phúc Ninh,2110941,21109
,,,,,,Xã Tân Tiến         ,2110943,21109
,,,,,,Xã Tứ Quận,2110945,21109
,,,,,,Xã Tân Long,2110947,21109
,,,,,,Xã Thắng Quân,2110949,21109
,,,,,,Xã Trung Sơn,2110951,21109
,,,,,,Xã Thái Bình ,2110953,21109
,,,,,,Xã Nhữ Hán,2110955,21109
,,,,,,Xã Quí Quân,2110957,21109
,,,,,,Xã Chiêu Yên,2110959,21109
,,,,,,Xã Hùng Lợi,2110961,21109
,,,,,,Xã Đạo Viện,2110963,21109
,,,,,,Xã Kim Quan ,2110965,21109
,,,,,,Xã Mỹ Bằng,2110967,21109
,,,,,,Xã Hoàng Khai,2110969,21109
,,,,,,Xã Nhữ Khê,2110971,21109
,,,,,,Thị trấn Sơn Dương,2111101,21111
,,,,,,Xã Trung Yên,2111103,21111
,,,,,,Xã Tân Trào  ,2111105,21111
,,,,,,Xã Vĩnh Lợi,2111107,21111
,,,,,,Xã Thượng ấm,2111109,21111
,,,,,,Xã Lương Thiện ,2111111,21111
,,,,,,Xã Cấp Tiến ,2111113,21111
,,,,,,Xã Phúc ứng,2111115,21111
,,,,,,Xã Đông Thọ ,2111117,21111
,,,,,,Xã Kháng Nhật,2111119,21111
,,,,,,Xã Thanh Phát,2111121,21111
,,,,,,Xã Quyết Thắng   ,2111123,21111
,,,,,,Xã Đồng Quý,2111125,21111
,,,,,,Xã Vân Sơn,2111127,21111
,,,,,,Xã Đông Lợi,2111129,21111
,,,,,,Xã Thiện Kế,2111131,21111
,,,,,,Xã Hồng Lạc ,2111133,21111
,,,,,,Xã Ninh Lai,2111135,21111
,,,,,,Xã Đại Phú,2111137,21111
,,,,,,Xã Sơn Nam,2111139,21111
,,,,,,Xã Tam Đa  ,2111141,21111
,,,,,,Xã Lâm Xuyên,2111143,21111
,,,,,,Xã Văn Phú  ,2111145,21111
,,,,,,Xã Sầm Dương,2111147,21111
,,,,,,Xã Tú Thịnh,2111149,21111
,,,,,,Xã Minh Thanh ,2111151,21111
,,,,,,Xã Bình Yên ,2111153,21111
,,,,,,Xã Hợp Thành   ,2111155,21111
,,,,,,Xã Hợp Hòa,2111157,21111
,,,,,,Xã Tuân Lộ,2111159,21111
,,,,,,Xã Chi Thiết,2111161,21111
,,,,,,Xã Phú Lương ,2111163,21111
,,,,,,Xã Hào Phú,2111165,21111
,,,,,,Xã Tân Thanh      ,2111167,21111
,,,,,,Xã Trường Sinh,2111169,21111
,,,,,,Xã Lăng Can,2111301,21113
,,,,,,Xã Thượng Lâm,2111303,21113
,,,,,,Xã Khuôn Hà,2111305,21113
,,,,,,Xã Phúc Yên,2111307,21113
,,,,,,Xã Xuân Lập,2111309,21113
,,,,,,Xã Bình An,2111311,21113
,,,,,,Xã Thổ Bình,2111313,21113
,,,,,,Xã Hồng Quang,2111315,21113
,,,,,,Phường Yên Thịnh,2130101,21301
,,,,,,Phường Yên Ninh,2130103,21301
,,,,,,Phường Nguyễn Thái Học,2130105,21301
,,,,,,Phường Đồng Tâm ,2130107,21301
,,,,,,Phường Nguyễn Phúc,2130109,21301
,,,,,,Xã Minh Bảo,2130111,21301
,,,,,,Xã Tuy Lộc,2130113,21301
,,,,,,Phường Nam Cường ,2130115,21301
,,,,,,Phường Minh Tân,2130117,21301
,,,,,,Phường Hồng Hà,2130119,21301
,,,,,,Xã Tân Thịnh  ,2130121,21301
,,,,,,Xã Âu Lâu,2130123,21301
,,,,,,Xã Phúc Lộc,2130125,21301
,,,,,,Xã Giới Phiên,2130127,21301
,,,,,,Phường Hợp Minh,2130129,21301
,,,,,,Xã Văn Tiến,2130131,21301
,,,,,,Xã Văn Phú   ,2130133,21301
,,,,,,Phường Pú Trạng,2130301,21303
,,,,,,Phường Trung Tâm,2130303,21303
,,,,,,Phường Tân An,2130305,21303
,,,,,,Xã Nghĩa Lợi ,2130307,21303
,,,,,,Xã Nghĩa Phúc ,2130309,21303
,,,,,,Xã Nghĩa An  ,2130311,21303
,,,,,,Phường Cầu Thia,2130313,21303
,,,,,,Xã Nghĩa Lộ   ,2130315,21303
,,,,,,Xã Phù Nham ,2130317,21303
,,,,,,Xã Thanh Lương     ,2130319,21303
,,,,,,Xã Thạch Lương ,2130321,21303
,,,,,,Xã Hạnh Sơn ,2130323,21303
,,,,,,Xã Phúc Sơn     ,2130325,21303
,,,,,,Xã Sơn A  ,2130327,21303
,,,,,,Xã Trung Tâm,2130501,21305
,,,,,,Thị trấn Yên Thế,2130503,21305
,,,,,,Xã Khánh Thiện ,2130505,21305
,,,,,,Xã Minh Chuẩn,2130507,21305
,,,,,,Xã Khai Trung,2130509,21305
,,,,,,Xã Mường Lai,2130511,21305
,,,,,,Xã An Lạc  ,2130513,21305
,,,,,,Xã Tô Mậu,2130515,21305
,,,,,,Xã Tân Lĩnh,2130517,21305
,,,,,,Xã Yên Thắng  ,2130519,21305
,,,,,,Xã Liễu Đô,2130521,21305
,,,,,,Xã Động Quan,2130523,21305
,,,,,,Xã Minh Tiến  ,2130525,21305
,,,,,,Xã Trúc Lâu,2130527,21305
,,,,,,Xã An Phú ,2130529,21305
,,,,,,Xã Phan Thanh  ,2130531,21305
,,,,,,Xã Lâm Thượng,2130533,21305
,,,,,,Xã Vĩnh Lạc,2130535,21305
,,,,,,Xã Tân Phượng,2130537,21305
,,,,,,Xã Mai Sơn ,2130539,21305
,,,,,,Xã Minh Xuân,2130541,21305
,,,,,,Xã Khánh Hoà,2130543,21305
,,,,,,Xã Tân Lập       ,2130545,21305
,,,,,,Xã Phúc Lợi,2130547,21305
,,,,,,Thị trấn Mậu A,2130701,21307
,,,,,,Xã Lang Thíp,2130703,21307
,,,,,,Xã Lâm Giang,2130705,21307
,,,,,,Xã Châu Quế Thượng,2130707,21307
,,,,,,Xã Châu Quế Hạ,2130709,21307
,,,,,,Xã An Bình  ,2130711,21307
,,,,,,Xã Đông An,2130713,21307
,,,,,,Xã Phong Dụ Hạ,2130715,21307
,,,,,,Xã Mậu Đông,2130717,21307
,,,,,,Xã Ngòi A,2130719,21307
,,,,,,Xã Tân Hợp,2130721,21307
,,,,,,Xã An Thịnh,2130723,21307
,,,,,,Xã Yên Thái ,2130725,21307
,,,,,,Xã Yên Hợp,2130727,21307
,,,,,,Xã Đại Sơn ,2130729,21307
,,,,,,Xã Yên Phú    ,2130731,21307
,,,,,,Xã Xuân Ái,2130733,21307
,,,,,,Xã Hoàng Thắng,2130735,21307
,,,,,,Xã Mỏ Vàng,2130737,21307
,,,,,,Xã Nà Hẩu,2130739,21307
,,,,,,Xã Quang Minh   ,2130741,21307
,,,,,,Xã Yên Hưng,2130743,21307
,,,,,,Xã Đông Cuông,2130745,21307
,,,,,,Xã Xuân Tầm,2130747,21307
,,,,,,Xã Phong Dụ Thượng,2130749,21307
,,,,,,Xã Đại Phác,2130751,21307
,,,,,,Xã Viễn Sơn,2130753,21307
,,,,,,Thị trấn Mù Cang Chải,2130901,21309
,,,,,,Xã Nậm Có,2130903,21309
,,,,,,Xã Khao Mang,2130905,21309
,,,,,,Xã Lao Chải  ,2130907,21309
,,,,,,Xã Kim Nọi,2130909,21309
,,,,,,Xã Khau Phạ,2130911,21309
,,,,,,Xã Zế Su Phình,2130913,21309
,,,,,,Xã Chế Tạo,2130915,21309
,,,,,,Xã Púng Luông,2130917,21309
,,,,,,Xã Mồ Dề,2130919,21309
,,,,,,Xã Hồ Bốn,2130921,21309
,,,,,,Xã Chế Cu Nha,2130923,21309
,,,,,,Xã La Pán Tẩn,2130925,21309
,,,,,,Xã Nậm Khắt,2130927,21309
,,,,,,Thị trấn Cổ Phúc,2131101,21311
,,,,,,Xã Báo Đáp,2131103,21311
,,,,,,Xã Việt Thành,2131105,21311
,,,,,,Xã Hòa Cuông,2131107,21311
,,,,,,Xã Minh Quán,2131109,21311
,,,,,,Xã Cường Thịnh,2131111,21311
,,,,,,Xã Kiên Thành,2131113,21311
,,,,,,Xã Nga Quán,2131115,21311
,,,,,,Xã Lương Thịnh,2131117,21311
,,,,,,Xã Bảo Hưng,2131129,21311
,,,,,,Xã Minh Quân,2131131,21311
,,,,,,Xã Hưng Thịnh  ,2131133,21311
,,,,,,Xã Việt Hồng  ,2131135,21311
,,,,,,Xã Vân Hội,2131137,21311
,,,,,,Xã Tân Đồng,2131139,21311
,,,,,,Xã Minh Tiến,2131141,21311
,,,,,,Xã Hồng Ca,2131143,21311
,,,,,,Xã Đào Thịnh,2131145,21311
,,,,,,Xã Quy Mông,2131147,21311
,,,,,,Xã Y Can,2131149,21311
,,,,,,Xã Việt Cường ,2131155,21311
,,,,,,Xã Hưng Khánh,2131157,21311
,,,,,,Thị trấn Thác Bà,2131301,21313
,,,,,,Xã Xuân Long ,2131303,21313
,,,,,,Xã Tích Cốc,2131305,21313
,,,,,,Xã Cảm Nhân,2131307,21313
,,,,,,Xã Ngọc Chấn,2131309,21313
,,,,,,Xã Phúc Ninh ,2131311,21313
,,,,,,Xã Bảo ái,2131313,21313
,,,,,,Xã Mỹ Gia,2131315,21313
,,,,,,Xã Mông Sơn,2131317,21313
,,,,,,Xã Yên Thành   ,2131319,21313
,,,,,,Xã Phúc An,2131321,21313
,,,,,,Xã Bạch Hà,2131323,21313
,,,,,,Xã Vũ Linh,2131325,21313
,,,,,,Xã Vĩnh Kiên,2131327,21313
,,,,,,Xã Yên Bình    ,2131329,21313
,,,,,,Xã Thịnh Hưng,2131331,21313
,,,,,,Xã Đại Minh,2131333,21313
,,,,,,Thị trấn Yên Bình,2131335,21313
,,,,,,Xã Cảm ân,2131337,21313
,,,,,,Xã Phú Thịnh  ,2131339,21313
,,,,,,Xã Tân Nguyên,2131341,21313
,,,,,,Xã Xuân Lai,2131343,21313
,,,,,,Xã Tân Hương  ,2131345,21313
,,,,,,Xã Đại Đồng     ,2131347,21313
,,,,,,Xã Hán Đà,2131349,21313
,,,,,,Xã Văn Lãng,2131351,21313
,,,,,,Xã Minh An,2131501,21315
,,,,,,Xã Nghĩa Tâm,2131503,21315
,,,,,,Xã Thượng Bằng La,2131505,21315
,,,,,,Thị trấn Nông trường Nghĩa Lộ,2131507,21315
,,,,,,Thị trấn NT Trần Phú,2131509,21315
,,,,,,Xã Tú Lệ,2131511,21315
,,,,,,Xã Nậm Búng,2131513,21315
,,,,,,Xã Nậm Mười,2131515,21315
,,,,,,Xã An Lương ,2131517,21315
,,,,,,Xã Sơn Lương,2131519,21315
,,,,,,Xã Suối Quyền,2131521,21315
,,,,,,Xã Suối Giàng,2131523,21315
,,,,,,Xã Phù Nham,2131525,21315
,,,,,,Xã Nghĩa Sơn ,2131527,21315
,,,,,,Xã Thanh Lương,2131529,21315
,,,,,,Xã Hạnh Sơn ,2131531,21315
,,,,,,Xã Phúc Sơn ,2131533,21315
,,,,,,Xã Đại Lịch,2131535,21315
,,,,,,Xã Đồng Khê,2131537,21315
,,,,,,Xã Cát Thịnh,2131539,21315
,,,,,,Xã Chấn Thịnh,2131541,21315
,,,,,,Xã Bình Thuận,2131543,21315
,,,,,,Xã Sùng Đô,2131545,21315
,,,,,,Xã Suối Bu,2131547,21315
,,,,,,Xã Sơn A,2131549,21315
,,,,,,Thị trấn Sơn Thịnh,2131551,21315
,,,,,,Xã Thạch Lương ,2131553,21315
,,,,,,Xã Tân Thịnh   ,2131555,21315
,,,,,,Xã Nậm Lành,2131557,21315
,,,,,,Thị trấn NT Liên Sơn,2131559,21315
,,,,,,Xã Gia Hội,2131561,21315
,,,,,,Thị trấn Trạm Tấu,2131701,21317
,,,,,,Xã Pá Lau,2131703,21317
,,,,,,Xã Xà Hồ,2131705,21317
,,,,,,Xã Phình Hồ,2131707,21317
,,,,,,Xã Tà Si Láng,2131709,21317
,,,,,,Xã Làng Nhì,2131711,21317
,,,,,,Xã Bản Mù,2131713,21317
,,,,,,Xã Hát Lìu,2131715,21317
,,,,,,Xã Pá Hu,2131717,21317
,,,,,,Xã Túc Đán,2131719,21317
,,,,,,Xã Trạm Tấu,2131721,21317
,,,,,,Xã Bản Công,2131723,21317
,,,,,,Phường Quang Vinh,2150101,21501
,,,,,,Phường Hoàng Văn Thụ   ,2150103,21501
,,,,,,Phường Trưng Vương,2150105,21501
,,,,,,Phường Quang Trung          ,2150107,21501
,,,,,,Phường Tân Thịnh,2150109,21501
,,,,,,Phường Thịnh Đán,2150111,21501
,,,,,,Phường Đồng Quang,2150113,21501
,,,,,,Phường Gia Sàng,2150115,21501
,,,,,,Phường Tân Lập,2150117,21501
,,,,,,Phường Hương Sơn,2150119,21501
,,,,,,Phường Trung Thành,2150121,21501
,,,,,,Phường Tân Long,2150123,21501
,,,,,,Xã Phúc Hà,2150125,21501
,,,,,,Xã Phúc Xuân,2150127,21501
,,,,,,Xã Phúc Trìu,2150129,21501
,,,,,,Xã Thịnh Đức,2150131,21501
,,,,,,Phường Tích Lương,2150133,21501
,,,,,,Phường Quan Triều,2150135,21501
,,,,,,Phường Phú Xá,2150137,21501
,,,,,,Xã Tân Cương,2150139,21501
,,,,,,Phường Túc Duyên,2150141,21501
,,,,,,Phường Phan Đình Phùng ,2150143,21501
,,,,,,Phường Cam Giá,2150145,21501
,,,,,,Phường Tân Thành  ,2150147,21501
,,,,,,Xã Quyết Thắng    ,2150149,21501
,,,,,,Phường Đồng Bẩm,2150153,21501
,,,,,,Xã Cao Ngạn,2150155,21501
,,,,,,Phường Chùa Hang,2150157,21501
,,,,,,Xã Sơn Cẩm,2150165,21501
,,,,,,Xã Linh Sơn,2150163,21501
,,,,,,Xã Huống Thượng,2150161,21501
,,,,,,Xã Đồng Liên,2150159,21501
,,,,,,Phường Lương Châu,2150301,21503
,,,,,,Phường Mỏ Chè,2150303,21503
,,,,,,Phường Cải Đan,2150305,21503
,,,,,,Phường Phố Cò,2150307,21503
,,,,,,Xã Vinh Sơn,2150309,21503
,,,,,,Xã Tân Quang   ,2150311,21503
,,,,,,Xã Bá Xuyên,2150313,21503
,,,,,,Phường Thắng Lợi,2150315,21503
,,,,,,Xã Bình Sơn,2150317,21503
,,,,,,Phường Bách Quang,2150319,21503
,,,,,,Phường Lương Sơn,2150321,21503
,,,,,,Phường Châu Sơn ,2150323,21503
,,,,,,Thị trấn Chợ Chu,2150501,21505
,,,,,,Xã Quy Kỳ,2150503,21505
,,,,,,Xã Tân Thịnh    ,2150505,21505
,,,,,,Xã Kim Phượng,2150507,21505
,,,,,,Xã Kim Sơn,2150509,21505
,,,,,,Xã Phúc Chu,2150511,21505
,,,,,,Xã Phượng Tiến,2150513,21505
,,,,,,Xã Bảo Cường,2150515,21505
,,,,,,Xã Đồng Thịnh,2150517,21505
,,,,,,Xã Trung Hội,2150519,21505
,,,,,,Xã Trung Lương ,2150521,21505
,,,,,,Xã Điềm Mặc,2150523,21505
,,,,,,Xã Phú Tiến,2150525,21505
,,,,,,Xã Bộc Nhiêu,2150527,21505
,,,,,,Xã Phú Đình,2150529,21505
,,,,,,Xã Bình Thành,2150531,21505
,,,,,,Xã Linh Thông,2150533,21505
,,,,,,Xã Thanh Định,2150535,21505
,,,,,,Xã Lam Vỹ,2150537,21505
,,,,,,Xã Bảo Linh,2150539,21505
,,,,,,Xã Tân Dương  ,2150541,21505
,,,,,,Xã Định Biên,2150543,21505
,,,,,,Xã Bình Yên  ,2150545,21505
,,,,,,Xã Sơn Phú ,2150547,21505
,,,,,,Thị trấn Đình Cả,2150701,21507
,,,,,,Xã Nghinh Tường,2150703,21507
,,,,,,Xã Thần Xa,2150705,21507
,,,,,,Xã Vũ Chấn,2150707,21507
,,,,,,Xã Phú Thượng,2150709,21507
,,,,,,Xã La Hiên,2150711,21507
,,,,,,Xã Tràng Xá,2150713,21507
,,,,,,Xã Phương Giao,2150715,21507
,,,,,,Xã Liên Minh ,2150717,21507
,,,,,,Xã Bình Long ,2150719,21507
,,,,,,Xã Cúc Đường,2150721,21507
,,,,,,Xã Sảng Mộc,2150723,21507
,,,,,,Xã Thượng Nung,2150725,21507
,,,,,,Xã Lâu Thượng,2150727,21507
,,,,,,Xã Dân Tiến ,2150729,21507
,,,,,,Thị trấn Giang Tiên,2150903,21509
,,,,,,Xã Yên Ninh ,2150905,21509
,,,,,,Xã Yên Đổ,2150907,21509
,,,,,,Xã ôn Lương,2150909,21509
,,,,,,Xã Động Đạt,2150911,21509
,,,,,,Xã Phủ Lý,2150913,21509
,,,,,,Xã Hợp Thành    ,2150915,21509
,,,,,,Xã Tức Tranh,2150917,21509
,,,,,,Xã Vô Tranh,2150919,21509
,,,,,,Xã Cổ Lũng,2150921,21509
,,,,,,Xã Yên Trạch ,2150923,21509
,,,,,,Thị trấn Đu,2150925,21509
,,,,,,Xã Yên Lạc ,2150927,21509
,,,,,,Xã Phú Đô,2150929,21509
,,,,,,Xã Phấn Mễ,2150931,21509
,,,,,,Thị trấn Sông Cầu,2151101,21511
,,,,,,Thị trấn Trại Cau,2151105,21511
,,,,,,Xã Văn Lăng,2151107,21511
,,,,,,Xã Tân Long ,2151109,21511
,,,,,,Xã Quang Sơn ,2151111,21511
,,,,,,Xã Minh Lập,2151113,21511
,,,,,,Xã Văn Hán,2151115,21511
,,,,,,Xã Khe Mo,2151117,21511
,,,,,,Xã Cây Thị,2151119,21511
,,,,,,Xã Hóa Thượng,2151121,21511
,,,,,,Xã Hợp Tiến   ,2151123,21511
,,,,,,Xã Hòa Bình        ,2151131,21511
,,,,,,Xã Tân Lợi,2151133,21511
,,,,,,Xã Hóa Trung,2151135,21511
,,,,,,Xã Nam Hòa,2151139,21511
,,,,,,Thị trấn Hùng Sơn,2151301,21513
,,,,,,Thị trấn Quân Chu,2151303,21513
,,,,,,Xã Minh Tiến    ,2151305,21513
,,,,,,Xã Đức Lương,2151307,21513
,,,,,,Xã Na Mao,2151309,21513
,,,,,,Xã Phú Lạc,2151311,21513
,,,,,,Xã Tân Linh,2151313,21513
,,,,,,Xã Phục Linh,2151315,21513
,,,,,,Xã Phú Xuyên,2151317,21513
,,,,,,Xã Bản Ngoại,2151319,21513
,,,,,,Xã Hùng Sơn  ,2151321,21513
,,,,,,Xã Hà Thượng,2151323,21513
,,,,,,Xã Hoàng Nông,2151325,21513
,,,,,,Xã Khôi Kỳ,2151327,21513
,,,,,,Xã An Khánh ,2151329,21513
,,,,,,Xã Bình Thuận ,2151331,21513
,,,,,,Xã Lục Ba,2151333,21513
,,,,,,Xã Mỹ Yên,2151335,21513
,,,,,,Xã Ký Phú,2151337,21513
,,,,,,Xã Cát Nê,2151339,21513
,,,,,,Xã Yên Lãng,2151341,21513
,,,,,,Xã Cù Vân,2151343,21513
,,,,,,Xã Văn Yên,2151345,21513
,,,,,,Xã Phúc Lương,2151347,21513
,,,,,,Xã Phú Cường   ,2151349,21513
,,,,,,Xã Phú Thịnh   ,2151351,21513
,,,,,,Xã Tiên Hội,2151353,21513
,,,,,,Xã La Bằng,2151355,21513
,,,,,,Xã Tân Thái,2151357,21513
,,,,,,Xã Vạn Thọ,2151359,21513
,,,,,,Xã Quân Chu,2151361,21513
,,,,,,Thị trấn Hương Sơn,2151501,21515
,,,,,,Xã Tân Khánh ,2151503,21515
,,,,,,Xã Tân Kim,2151505,21515
,,,,,,Xã Đào Xá,2151507,21515
,,,,,,Xã Bảo Lý,2151509,21515
,,,,,,Xã Thượng Đình,2151511,21515
,,,,,,Xã Nhã Lộng,2151513,21515
,,,,,,Xã Điềm Thụy,2151515,21515
,,,,,,Xã Tân Đức,2151517,21515
,,,,,,Xã Lương Phú,2151519,21515
,,,,,,Xã Nga My,2151521,21515
,,,,,,Xã Thanh Ninh,2151523,21515
,,,,,,Xã Dương Thành,2151525,21515
,,,,,,Xã úc Kỳ,2151529,21515
,,,,,,Xã Bàn Đạt,2151531,21515
,,,,,,Xã Tân Thành       ,2151533,21515
,,,,,,Xã Tân Hòa    ,2151535,21515
,,,,,,Xã Xuân Phương  ,2151537,21515
,,,,,,Xã Kha Sơn,2151539,21515
,,,,,,Xã Hà Châu,2151541,21515
,,,,,,Phường Bãi Bông,2151701,21517
,,,,,,Phường Bắc Sơn  ,2151703,21517
,,,,,,Xã Phúc Tân,2151705,21517
,,,,,,Xã Phúc Thuận,2151707,21517
,,,,,,Xã Hồng Tiến  ,2151709,21517
,,,,,,Xã Minh Đức   ,2151711,21517
,,,,,,Xã Thành Công  ,2151713,21517
,,,,,,Xã Tiên Phong ,2151715,21517
,,,,,,Xã Nam Tiến ,2151717,21517
