gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":10.951146,""longitude"":106.684644}",,2.78109E+15,Trường cao đẳng y tế Bình Dương,,"Km 13, Đại lộ Bình Dương, P. An Thạnh, Thị xã Thuận An, T. Bình Dương",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-650) 3 822 727,,,http://cdytbinhduong.edu.vn/,0,[]
"{""latitude"":10.9501130556,""longitude"":106.70884}",,2.8991E+15,Nhóm trẻ mẫu giáo tư thục Mai Hương 2,,"1/191, Đường 22/12, P. Thuận Giao, Thị xã Thuận An, T. Bình Dương",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20121101/p1_135174043135721d9da5235a74e0c7a308264b47f4e53.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20121101/p1_135174043135721d9da5235a74e0c7a308264b47f4e53.jpg,,,,,,0,[]
"{""latitude"":10.9520391667,""longitude"":106.853925278}",,9.41119E+14,Ngoại ngữ Tuổi Trẻ,,"220/46, Phạm Văn Thuận, P. Tân Mai, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20120721/p1_134283636448325fc2edab2063f91b3fa513d47705b7ff.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20120721/p1_134283636448325fc2edab2063f91b3fa513d47705b7ff.jpg,,,,,,0,[]
"{""latitude"":10.9522847222,""longitude"":106.858886667}",,3.84375E+14,Trường tiểu học Tam Hiệp A,,"Lý Văn Sâm, P. Tam Hiệp, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20120720/p1_134277462203183c68a73709b7e789f5d5a95fd4875457.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120720/p1_134277462203183c68a73709b7e789f5d5a95fd4875457.jpg,,(84-61) 3 825 722,,,,0,[]
"{""latitude"":10.950061,""longitude"":106.760153}",,1.98522E+15,Trường THCS Tân Bình,,"Khú phố Tân Phú, P. Tân Bình, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-650) 3 752 676,,,http://thcs-tanbinh-binhduong.violet.vn/,0,[]
"{""latitude"":10.9510605556,""longitude"":106.8120975}",,2.1183E+14,Lớp dạy kèm Anh văn trẻ em và người lớn,,"187, Cách Mạng Tháng Tám, P. Hòa Bình, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,5,,//poipic4.coccoc.com/80x80/poi/previews/20120721/p1_13428557427243a93f1362192044b233886349af9d67a6.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20120721/p1_13428557427243a93f1362192044b233886349af9d67a6.jpg,,(84-91) 8 884 302,,,,1,[]
"{""latitude"":10.9509869444,""longitude"":106.812121389}",,3.44238E+15,Luyện viết chữ Thiện Ý,,"181K, Cách Mạng Tháng Tám, P. Hòa Bình, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20120721/p1_134285574271858b2ec52dd83937f96ed61b0928f59f91.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120721/p1_134285574271858b2ec52dd83937f96ed61b0928f59f91.jpg,,(84-93) 3 867 784,,,,0,[]
"{""latitude"":10.9508963889,""longitude"":106.812201111}",,2.12833E+14,Trường mầm non Quang Vinh,,"96, Cách Mạng Tháng Tám, P. Quang Vinh, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,5,,//poipic6.coccoc.com/80x80/poi/previews/20120721/p1_13428557489918fb9cafba1efa6c4cc2faa5c9e944d795.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120721/p1_13428557489918fb9cafba1efa6c4cc2faa5c9e944d795.jpg,,(84-61) 3 847 443,,,,1,[]
"{""latitude"":10.70197201,""longitude"":106.58020782}",,2.38508E+16,Trường mầm non Minh Thư,,"D15/20A, Nguyễn Cửu Phú, Xã Tân Kiên, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20150717/7073-8f37261885fad040fa0efedb4ac97772.jpg,//poipic.coccoc.com/1000x750/poi/previews/20150717/7073-8f37261885fad040fa0efedb4ac97772.jpg,,,,,,0,[]
"{""latitude"":10.702116,""longitude"":106.621324}",,3.71658E+16,Trường THPT Nguyễn Văn Linh,,"2, Đường 3154 Phạm Thế Hiển, P. 7, Q. 8, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-28) 54 329 040,,,http://thptnguyenvanlinh.hcm.edu.vn/,0,[]
"{""latitude"":10.7020041667,""longitude"":106.621784722}",,2.47505E+15,Trường THPT Nguyễn Văn Linh,,"Lô F' khu dân cư phường 7, Phạm Thế Hiển, Q. 8, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20150113/5364-9aee3ec7c28fb769cf10fe6c6a35e1ba.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20150113/5364-9aee3ec7c28fb769cf10fe6c6a35e1ba.jpg,,,,,,0,[]
"{""latitude"":10.70167255,""longitude"":106.70399475}",,3.43376E+15,Mầm non tư thục Ánh Linh,,"594A, Lê Văn Lương, Xã Phước Kiển, H. Nhà Bè, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20141231/5160-ee57ec52bf070581579e9b7e5344c756.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20141231/5160-ee57ec52bf070581579e9b7e5344c756.jpg,,(84-8) 66 790 738; (84-97) 4 836 640,,,,0,[]
"{""latitude"":10.450675,""longitude"":106.462541}",,1.41822E+16,Trường tiểu học thị trấn Tầm Vu B,,"Tt. Tầm Vu, H. Châu Thành, T. Long An",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-72) 3 877 566 ‎,,,,0,[]
"{""latitude"":10.9517438889,""longitude"":106.697305}",,1.44664E+15,Lớp mẫu giáo tư thục Hoa Quỳnh,,"Thủ Khoa Huân, P. An Thạnh, Thị xã Thuận An, T. Bình Dương",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20121101/p1_13517366426811272a60f117774d8b558900893ab32e28.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20121101/p1_13517366426811272a60f117774d8b558900893ab32e28.jpg,,(84-163) 3 134 967,,,,0,[]
"{""latitude"":10.7015861111,""longitude"":106.739137778}",,2.50271E+14,Trường tiểu học công lập Trần Thị Ngọc Hân,,"19, Dương Cát Lợi, Tt. Nhà Bè, H. Nhà Bè, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20130218/pr_13611796900229c3264a49ca03383192577ae5883240b9.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20130218/pr_13611796900229c3264a49ca03383192577ae5883240b9.jpg,,(84-8) 38 738 626,,,,0,[]
"{""latitude"":10.9540347222,""longitude"":106.840400139}",,3.41139E+15,"Trung tâm tin học, ngoại ngữ Tri Hành",,"5/73 Khu phố 11, P. Hố Nai, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-251) 3 881 146; (84-251) 3 882 085,info@trihanhcentre.com,,http://www.trihanhcentre.com/,0,[]
"{""latitude"":10.9529658333,""longitude"":106.847773889}",,3.06866E+15,Trung tâm dạy nghề tổng hợp cơ sở 2,,"8/1, Phạm Văn Thuận, P. Tân Mai, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20120721/p1_13428366373188c56440ab08ccd1ccb5532df759d634af.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20120721/p1_13428366373188c56440ab08ccd1ccb5532df759d634af.jpg,,(84-61) 3 812 706,,,,0,[]
"{""latitude"":10.9538891667,""longitude"":106.848659722}",,1.45586E+15,Trường mẫu giáo Măng Non,,"1/2, Phạm Văn Thuận, P. Tân Mai, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20120721/p1_1342836362251116c017b616693970eae759087cab0cda.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120721/p1_1342836362251116c017b616693970eae759087cab0cda.jpg,,(84-61) 3 814 172,,,,0,[]
"{""latitude"":10.9542214167,""longitude"":106.852293117}",,2.82559E+16,Việt Thanh Music,,"951, Phạm Văn Thuận, P. Tân Mai, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,http://facebook.com/vietthanhmusic.vn,http://truongnhac.edu.vn/,0,[]
"{""latitude"":10.9533608333,""longitude"":106.853169722}",,6.9487E+14,Trường trung cấp nghề kinh tế kỹ thuật số 2,,"99/5, Phạm Văn Thuận, P. Tam Hiệp, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20120720/p1_13427524230294cc9c95c2553a944250368c84d68bcdfa.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120720/p1_13427524230294cc9c95c2553a944250368c84d68bcdfa.jpg,,,,,,0,[]
"{""latitude"":10.954156,""longitude"":106.968611}",,3.81725E+16,Trường tiểu học Tân Bình,,"Ấp Tân Bình, Xã Bình Minh, H. Trảng Bom, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-61) 3 922 717,,,,0,[]
"{""latitude"":10.9532277,""longitude"":107.005847}",,2.64045E+15,Trường tiểu học Nguyễn Thị Minh Khai,,"H. Trảng Bom, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":10.9532277,""longitude"":107.005847}",,3.15268E+16,Trường tiểu học Hòa Bình,,"H. Trảng Bom, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-61) 3 985 816,,,,0,[]
"{""latitude"":10.954318,""longitude"":107.012699}",,2.98534E+16,Trường tiểu học Trảng Bom,,"Khu phố 1, Nguyễn Văn Linh, Tt. Trảng Bom, H. Trảng Bom, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-251) 8 951 218,,,,0,[]
"{""latitude"":10.70339966,""longitude"":106.6208725}",,2.28298E+16,Trường tiểu học An Phong,,"Lô F1 khu chung cư Hai Thành phường 7, Phạm Thế Hiển, Q. 8, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20150113/5363-b3d84c97ae832baacd39f3b5542c838d.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20150113/5363-b3d84c97ae832baacd39f3b5542c838d.jpg,,(84-8) 54 329 028,,,http://anphong.weebly.com/,0,[]
"{""latitude"":10.70321,""longitude"":106.632784}",,1.26102E+14,Trường THCS Phong Phú,,"D11/315, Trịnh Quang Nghị, Xã Phong Phú, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-8) 38 757 074,c2phongphu.binhchanh.tphcm@moet.edu.vn,,http://thcsphongphu.hcm.edu.vn/,0,[]
"{""latitude"":10.702564,""longitude"":106.441019}",,1.3238E+16,Trường tiểu học Lương Hòa,,"Ấp 8, Xã Lương Hòa, H. Bến Lức, T. Long An",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-72) 3 873 181,,,,0,[]
"{""latitude"":10.70387363,""longitude"":106.70365906}",,1.82946E+15,Trung tâm học tập cộng đồng,,"Ấp 3, Lê Văn Lương, Xã Phước Kiển, H. Nhà Bè, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20141231/5160-3f2decd1fd96f1665a084159b8d2ee4f.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20141231/5160-3f2decd1fd96f1665a084159b8d2ee4f.jpg,,,,,,0,[]
"{""latitude"":10.452398,""longitude"":106.458695}",,1.17456E+16,Trường THPT Nguyễn Thông,,"Đỗ Tường Phong, Tt. Tầm Vu, H. Châu Thành, T. Long An",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-72) 3 878 132,,,,0,[]
"{""latitude"":10.452236,""longitude"":106.468252}",,2.27415E+16,Trường THPT Châu Thành,,"Nguyễn Thông, Tt. Tầm Vu, H. Châu Thành, T. Long An",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-72) 3 877 054,,,,0,[]
"{""latitude"":10.70280075,""longitude"":106.7244873}",,3.25175E+15,Trường tiểu học Tạ Uyên,,"202A, Phạm Hữu Lầu, Xã Phước Kiển, H. Nhà Bè, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20160609/11640-e5247dbb9e7a1c75475a9df70f06a4ae.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20160609/11640-e5247dbb9e7a1c75475a9df70f06a4ae.jpg,,,,,,0,[]
"{""latitude"":10.7038663889,""longitude"":106.727177222}",,3.34513E+14,"Phân hiệu đào tạo ngoại ngữ, tin học ITDC",,"Phạm Hữu Lầu, Q. 7, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20141230/5145-319b195914a3a20bf7a247ff01aa5089.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20141230/5145-319b195914a3a20bf7a247ff01aa5089.jpg,,,,,,0,[]
"{""latitude"":10.953114,""longitude"":106.695271}",,1.05807E+16,Trường trung cấp Kỹ thuật và Nghiệp vụ Công đoàn Bình Dương,,"Đường N2, P. An Thạnh, Thị xã Thuận An, T. Bình Dương",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-274) 3 745 180,,https://www.facebook.com/Tr%C6%B0%E1%BB%9Dng-Tc-C%C3%B4ng-%C4%90o%C3%A0n-B%C3%ACnh-D%C6%B0%C6%A1ng-800685333375770/,,0,[]
"{""latitude"":10.9556141667,""longitude"":106.827048056}",,3.22219E+15,Viện quản trị và tài chính kế toán,,"368, Đường 30/4, P. Trung Dũng, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20120721/p1_1342858742226175e2bbd2c6ec7313ea1634263f02c337.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20120721/p1_1342858742226175e2bbd2c6ec7313ea1634263f02c337.jpg,,(84-90) 3 841 122,,,,0,[]
"{""latitude"":10.9556116667,""longitude"":106.827050556}",,2.21664E+15,"Trung tâm ngoại ngữ, tin học & dạy nghề",,"368, Đường 30/4, P. Trung Dũng, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20120721/p1_134285862222585f5efa9b72f0f89f843e2e9c2e54763f.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120721/p1_134285862222585f5efa9b72f0f89f843e2e9c2e54763f.jpg,,,,,,0,[]
"{""latitude"":10.9556802778,""longitude"":106.843467778}",,1.41742E+15,Trường trung học phổ thông Nguyễn Khuyến,,"314/16A, Phạm Văn Thuận, P. Thống Nhất, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20120719/p1_13426866050199d00495eb71d9046d2127939e3f3b37e5.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20120719/p1_13426866050199d00495eb71d9046d2127939e3f3b37e5.jpg,,(84-61) 3 829 678,,,http://thpt.nguyenkhuyen.edu.vn/,0,[]
"{""latitude"":10.9545213889,""longitude"":106.8476025}",,3.33814E+14,Mầm non Thiên Ân,,"110/1, Phạm Văn Thuận, P. Tân Mai, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20120719/p1_13426866066568cc13563c4123400e35cec63da8e4450b.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120719/p1_13426866066568cc13563c4123400e35cec63da8e4450b.jpg,,(84-61) 3 913 699; (84-91) 8 485 425,,,,0,[]
"{""latitude"":10.9555419444,""longitude"":106.850331389}",,2.1263E+15,Trung tâm dạy nghề tổng hợp Igate,,"29/144, Phạm Văn Thuận, P. Tân Mai, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20120721/p1_13428363626778651409ca19e5c291a96281c4389d424d.jpg,//poipic.coccoc.com/1000x750/poi/previews/20120721/p1_13428363626778651409ca19e5c291a96281c4389d424d.jpg,,(84-61) 6 266 566,,,,0,[]
"{""latitude"":10.9550983333,""longitude"":106.852153333}",,1.11309E+15,Luyện viết chữ đẹp,,"3/3B, Khu phố 7, Phạm Văn Thuận, P. Tam Hiệp, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20120721/p1_13428504644542bfd65fbd5b0bfa9afdac57da9a0ed0cc.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120721/p1_13428504644542bfd65fbd5b0bfa9afdac57da9a0ed0cc.jpg,,(84-61) 3 814 420; (84-128) 5 272 855,,,,0,[]
"{""latitude"":10.9551258333,""longitude"":106.859731944}",,7.5334E+14,Nhóm trẻ mẫu giáo gia đình Sao Mai II,,"27/1, Nguyễn Bảo Đức, P. Tam Hiệp, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20120720/p1_13427746812411f5148c52e16fda2bd76926e140d17dba.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120720/p1_13427746812411f5148c52e16fda2bd76926e140d17dba.jpg,,(84-61) 3 815 018; (84-91) 8 393 118,,,,0,[]
"{""latitude"":10.9558511111,""longitude"":106.859912778}",,4.18821E+15,Nhóm trẻ Tuổi Hồng,,"18/20B, Nguyễn Bảo Đức, P. Tam Hiệp, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20120720/p1_13427745016168037e4026f9b966201b942cf5f10dd853.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20120720/p1_13427745016168037e4026f9b966201b942cf5f10dd853.jpg,,(84-61) 3 895 257; (84-165) 3 014 914,,,,0,[]
"{""latitude"":10.9549386111,""longitude"":106.866572778}",,2.50158E+16,Hướng Nghiệp Á Âu,,"O13-O14, Đồng Khởi, P. Tam Hòa, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20190405/p1_155444835408f7ad45fa5ecb96d06f5bdc83d62f8200.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20190405/p1_155444835408f7ad45fa5ecb96d06f5bdc83d62f8200.jpg,,(84) 1800 6148,hnaau@huongnghiepaau.com,https://www.facebook.com/huongnghiepaau/,https://www.huongnghiepaau.com/,0,[]
"{""latitude"":10.9554858325,""longitude"":106.866553724}",,1.53843E+16,Nhật ngữ Konnichiwa,,"Lô 52-53, Đồng Khởi, P. Tam Hòa, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-98) 7 867 072,,http://facebook.com/nhatngu.konnichiwa,http://konnichiwa.edu.vn/,0,[]
"{""latitude"":10.9539391667,""longitude"":106.802615278}",,1.03368E+15,Trung tâm ngoại ngữ tin học - Trường đại học Lạc Hồng,,"3, Huỳnh Văn Nghệ, P. Bửu Long, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20120721/p1_13428582622756a12b1e217f5a374bfd60c4bcba8d4944.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120721/p1_13428582622756a12b1e217f5a374bfd60c4bcba8d4944.jpg,,(84-61) 3 951 995,,,http://nnth.lhu.edu.vn/,0,[]
"{""latitude"":10.9535107048,""longitude"":106.802288055}",,3.15147E+15,Đại học dân lập Lạc Hồng,,"10, Huỳnh Văn Nghệ, P. Bửu Long, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-61) 3 952 778,lachong@lhu.edu.vn,,http://lhu.edu.vn/,0,[]
"{""latitude"":10.9543455,""longitude"":106.8105314}",,2.20158E+16,Trung tâm anh ngữ kỹ năng Anh Mỹ Việt,,"11/4, Hồ Văn Đại, P. Quang Vinh, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-61) 3 846 996,trungtamanhmyviet@gmail.com,https://www.facebook.com/pg/TrungTamAnhMyViet,,0,[]
"{""latitude"":10.9540532997,""longitude"":106.810313165}",,2.55284E+16,Trung tâm đào tạo Anh Mỹ Việt,,"11/4, Hồ Văn Đại, P. Quang Vinh, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-251) 3 846 996; (84-251) 3 846 997,trungtamanhmyviet@gmail.com,https://www.facebook.com/TrungTamAnhMyViet/,,0,[]
"{""latitude"":10.70424747,""longitude"":106.62094879}",,2.5921E+16,Nhóm trẻ Phú Lợi,,"36 khu dân cư Phú Lợi Hai Thành, P. 7, Q. 8, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20150113/5363-71a54bf05e00596ac983d0f427437a56.jpg,//poipic.coccoc.com/1000x750/poi/previews/20150113/5363-71a54bf05e00596ac983d0f427437a56.jpg,,(84-126) 7 003 555; (84-8) 66 792 108,hai.pt83@yahoo.com,,,0,[]
"{""latitude"":10.7039158374,""longitude"":106.684951726}",,2.59672E+16,Trường mầm non Bờ Tây,,"Bờ Tây, Xã Phước Lộc, H. Nhà Bè, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":10.70440388,""longitude"":106.70360565}",,3.98049E+15,Trường mầm non quốc tế Alliance 6,,"383, Lê Văn Lương, Xã Phước Kiển, H. Nhà Bè, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20150706/7046-b346ec145f8e68b4d3baacbac24ae818.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20150706/7046-b346ec145f8e68b4d3baacbac24ae818.jpg,,(84-8) 22 290 444; (84-8) 22 130 305,alliance6school@hotmail.fr,,,0,[]
"{""latitude"":10.7042551,""longitude"":106.72910309}",,2.31645E+15,"Cơ sở ngoại ngữ, tin học Thanh Long",,"Lô C1, Phạm Hữu Lầu, Q. 7, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20160610/11639-7aaba2ca7b68ab26e8dcf1f6bc040c99.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20160610/11639-7aaba2ca7b68ab26e8dcf1f6bc040c99.jpg,,,,,,0,[]
"{""latitude"":10.70463085,""longitude"":106.73277283}",,2.55719E+15,Trường mầm non Ngôi Sao Nhỏ,,"120A, Phạm Hữu Lầu, Q. 7, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20160610/11639-d5e277b4c0e712e67e00e389da062e03.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20160610/11639-d5e277b4c0e712e67e00e389da062e03.jpg,,(84-8) 66 606 691,,,,0,[]
"{""latitude"":10.70484161,""longitude"":106.73454285}",,1.09401E+15,Trường mẫu giáo Măng Non,,"74/2A, Phạm Hữu Lầu, Q. 7, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20160610/11639-3b756e2a4f315aee1ad4c188c52d915c.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20160610/11639-3b756e2a4f315aee1ad4c188c52d915c.jpg,,(84-8) 37 851 110,,,,0,[]
"{""latitude"":10.70479584,""longitude"":106.73413849}",,4.25325E+14,Trường mầm non Tuổi Ngọc,,"88, Phạm Hữu Lầu, Q. 7, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20160610/11639-b7cf71f3ce5b32a16518d560cdf804ae.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20160610/11639-b7cf71f3ce5b32a16518d560cdf804ae.jpg,,(84-8) 37 851 764,,,,0,[]
"{""latitude"":10.70524693,""longitude"":106.7379303}",,4.16761E+15,Trường mầm non Búp Măng,,"4, Chuyên Dùng 9, Q. 7, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20140619/1941-793f44892c7e3521a025c088c1f874a2.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140619/1941-793f44892c7e3521a025c088c1f874a2.jpg,,(84-8) 66 790 130,,,,0,[]
"{""latitude"":10.70496464,""longitude"":106.73545074}",,4.37532E+14,Trường tiểu học Phú Mỹ,,"76/5, Phạm Hữu Lầu, Q. 7, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20160610/11639-9f2036e5f93efbcc093d21f2dfdccbba.jpg,//poipic.coccoc.com/1000x750/poi/previews/20160610/11639-9f2036e5f93efbcc093d21f2dfdccbba.jpg,,,,,,0,[]
"{""latitude"":10.9559455556,""longitude"":106.82728}",,1.69392E+15,Trường cao đẳng Mỹ thuật trang trí Đồng Nai,,"368, Đường 30/4, P. Trung Dũng, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20120721/p1_13428586222092012ce445598103f41077deda8911254d.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20120721/p1_13428586222092012ce445598103f41077deda8911254d.jpg,,(84-61) 3 948 774; (84-61) 3 948 455,,,,0,[]
"{""latitude"":10.9564047222,""longitude"":106.827851944}",,4.14501E+15,Trường trung học cơ sở Trần Hưng Đạo,,"372, Đường 30/4, P. Trung Dũng, Thành phố Biên Hòa, T. Đồng Nai",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20120721/p1_13428586220854089e5abce5f5a3ae84ec2582343e6d81.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120721/p1_13428586220854089e5abce5f5a3ae84ec2582343e6d81.jpg,,(84-61) 3 822 039,,,,0,[]
